Inventory_ID,Snapshot_Date,Product_ID,Warehouse,Stock_Level,Reorder_Level,Stock_Value_SAR,Stock_Status,Year,Month
INV0005690,11/30/2021 0:00,PRD016,Abha South,592,128,2563.36,Normal,2021,11
INV0005691,11/30/2021 0:00,PRD017,Riyadh Central,435,132,5994.3,Normal,2021,11
INV0005692,11/30/2021 0:00,PRD017,Jeddah West,57,15,785.46,Normal,2021,11
INV0005693,11/30/2021 0:00,PRD017,Dammam East,400,125,5512,Normal,2021,11
INV0005694,11/30/2021 0:00,PRD017,Qassim North,84,20,1157.52,Normal,2021,11
INV0005695,11/30/2021 0:00,PRD017,Abha South,554,129,7634.12,Normal,2021,11
INV0005696,11/30/2021 0:00,PRD018,Riyadh Central,223,55,3719.64,Normal,2021,11
INV0005697,11/30/2021 0:00,PRD018,Jeddah West,247,62,4119.96,Normal,2021,11
INV0005698,11/30/2021 0:00,PRD018,Dammam East,210,62,3502.8,Normal,2021,11
INV0005699,11/30/2021 0:00,PRD018,Qassim North,277,68,4620.36,Normal,2021,11
INV0005700,11/30/2021 0:00,PRD018,Abha South,411,94,6855.48,Normal,2021,11
INV0005701,11/30/2021 0:00,PRD019,Riyadh Central,182,45,1503.32,Normal,2021,11
INV0005702,11/30/2021 0:00,PRD019,Jeddah West,286,75,2362.36,Normal,2021,11
INV0005703,11/30/2021 0:00,PRD019,Dammam East,215,66,1775.9,Normal,2021,11
INV0005704,11/30/2021 0:00,PRD019,Qassim North,467,101,3857.42,Normal,2021,11
INV0005705,11/30/2021 0:00,PRD019,Abha South,550,145,4543,Normal,2021,11
INV0005706,11/30/2021 0:00,PRD020,Riyadh Central,479,130,2064.49,Normal,2021,11
INV0005707,11/30/2021 0:00,PRD020,Jeddah West,386,103,1663.66,Normal,2021,11
INV0005708,11/30/2021 0:00,PRD020,Dammam East,97,24,418.07,Normal,2021,11
INV0005709,11/30/2021 0:00,PRD020,Qassim North,537,117,2314.47,Normal,2021,11
INV0005710,11/30/2021 0:00,PRD020,Abha South,457,105,1969.67,Normal,2021,11
INV0005711,11/30/2021 0:00,PRD021,Riyadh Central,339,73,1288.2,Normal,2021,11
INV0005712,11/30/2021 0:00,PRD021,Jeddah West,149,34,566.2,Normal,2021,11
INV0005713,11/30/2021 0:00,PRD021,Dammam East,165,38,627,Normal,2021,11
INV0005714,11/30/2021 0:00,PRD021,Qassim North,531,146,2017.8,Normal,2021,11
INV0005715,11/30/2021 0:00,PRD021,Abha South,519,137,1972.2,Normal,2021,11
INV0005716,11/30/2021 0:00,PRD022,Riyadh Central,577,135,4460.21,Normal,2021,11
INV0005717,11/30/2021 0:00,PRD022,Jeddah West,351,80,2713.23,Normal,2021,11
INV0005718,11/30/2021 0:00,PRD022,Dammam East,381,94,2945.13,Normal,2021,11
INV0005719,11/30/2021 0:00,PRD022,Qassim North,476,123,3679.48,Normal,2021,11
INV0005720,11/30/2021 0:00,PRD022,Abha South,78,23,602.94,Normal,2021,11
INV0005721,11/30/2021 0:00,PRD023,Riyadh Central,201,57,1955.73,Normal,2021,11
INV0005722,11/30/2021 0:00,PRD023,Jeddah West,117,34,1138.41,Normal,2021,11
INV0005723,11/30/2021 0:00,PRD023,Dammam East,370,117,3600.1,Normal,2021,11
INV0005724,11/30/2021 0:00,PRD023,Qassim North,334,76,3249.82,Normal,2021,11
INV0005725,11/30/2021 0:00,PRD023,Abha South,662,145,6441.26,Normal,2021,11
INV0005726,11/30/2021 0:00,PRD024,Riyadh Central,416,102,4168.32,Normal,2021,11
INV0005727,11/30/2021 0:00,PRD024,Jeddah West,263,58,2635.26,Normal,2021,11
INV0005728,11/30/2021 0:00,PRD024,Dammam East,389,116,3897.78,Normal,2021,11
INV0005729,11/30/2021 0:00,PRD024,Qassim North,364,100,3647.28,Normal,2021,11
INV0005730,11/30/2021 0:00,PRD024,Abha South,221,57,2214.42,Normal,2021,11
INV0005731,11/30/2021 0:00,PRD025,Riyadh Central,291,91,2962.38,Normal,2021,11
INV0005732,11/30/2021 0:00,PRD025,Jeddah West,110,28,1119.8,Normal,2021,11
INV0005733,11/30/2021 0:00,PRD025,Dammam East,325,81,3308.5,Normal,2021,11
INV0005734,11/30/2021 0:00,PRD025,Qassim North,559,124,5690.62,Normal,2021,11
INV0005735,11/30/2021 0:00,PRD025,Abha South,309,72,3145.62,Normal,2021,11
INV0005736,11/30/2021 0:00,PRD026,Riyadh Central,253,65,2350.37,Normal,2021,11
INV0005737,11/30/2021 0:00,PRD026,Jeddah West,99,30,919.71,Normal,2021,11
INV0005738,11/30/2021 0:00,PRD026,Dammam East,497,135,4617.13,Normal,2021,11
INV0005739,11/30/2021 0:00,PRD026,Qassim North,138,33,1282.02,Normal,2021,11
INV0005740,11/30/2021 0:00,PRD026,Abha South,123,32,1142.67,Normal,2021,11
INV0005741,11/30/2021 0:00,PRD027,Riyadh Central,432,104,7581.6,Normal,2021,11
INV0005742,11/30/2021 0:00,PRD027,Jeddah West,622,148,10916.1,Normal,2021,11
INV0005743,11/30/2021 0:00,PRD027,Dammam East,189,46,3316.95,Normal,2021,11
INV0005744,11/30/2021 0:00,PRD027,Qassim North,489,129,8581.95,Normal,2021,11
INV0005745,11/30/2021 0:00,PRD027,Abha South,109,25,1912.95,Normal,2021,11
INV0005746,11/30/2021 0:00,PRD028,Riyadh Central,312,70,4492.8,Normal,2021,11
INV0005747,11/30/2021 0:00,PRD028,Jeddah West,299,95,4305.6,Normal,2021,11
INV0005748,11/30/2021 0:00,PRD028,Dammam East,82,25,1180.8,Normal,2021,11
INV0005749,11/30/2021 0:00,PRD028,Qassim North,333,95,4795.2,Normal,2021,11
INV0005750,11/30/2021 0:00,PRD028,Abha South,244,69,3513.6,Normal,2021,11
INV0005751,11/30/2021 0:00,PRD029,Riyadh Central,403,94,4686.89,Normal,2021,11
INV0005752,11/30/2021 0:00,PRD029,Jeddah West,197,62,2291.11,Normal,2021,11
INV0005753,11/30/2021 0:00,PRD029,Dammam East,241,52,2802.83,Normal,2021,11
INV0005754,11/30/2021 0:00,PRD029,Qassim North,416,96,4838.08,Normal,2021,11
INV0005755,11/30/2021 0:00,PRD029,Abha South,322,84,3744.86,Normal,2021,11
INV0005756,11/30/2021 0:00,PRD030,Riyadh Central,111,30,916.86,Normal,2021,11
INV0005757,11/30/2021 0:00,PRD030,Jeddah West,270,61,2230.2,Normal,2021,11
INV0005758,11/30/2021 0:00,PRD030,Dammam East,322,78,2659.72,Normal,2021,11
INV0005759,11/30/2021 0:00,PRD030,Qassim North,229,58,1891.54,Normal,2021,11
INV0005760,11/30/2021 0:00,PRD030,Abha South,262,77,2164.12,Normal,2021,11
INV0005761,11/30/2021 0:00,PRD031,Riyadh Central,165,36,1854.6,Normal,2021,11
INV0005762,11/30/2021 0:00,PRD031,Jeddah West,473,104,5316.52,Normal,2021,11
INV0005763,11/30/2021 0:00,PRD031,Dammam East,434,132,4878.16,Normal,2021,11
INV0005764,11/30/2021 0:00,PRD031,Qassim North,402,111,4518.48,Normal,2021,11
INV0005765,11/30/2021 0:00,PRD031,Abha South,510,116,5732.4,Normal,2021,11
INV0005766,11/30/2021 0:00,PRD032,Riyadh Central,404,101,4993.44,Normal,2021,11
INV0005767,11/30/2021 0:00,PRD032,Jeddah West,376,93,4647.36,Normal,2021,11
INV0005768,11/30/2021 0:00,PRD032,Dammam East,209,64,2583.24,Normal,2021,11
INV0005769,11/30/2021 0:00,PRD032,Qassim North,141,35,1742.76,Normal,2021,11
INV0005770,11/30/2021 0:00,PRD032,Abha South,137,33,1693.32,Normal,2021,11
INV0005771,11/30/2021 0:00,PRD033,Riyadh Central,362,88,5636.34,Normal,2021,11
INV0005772,11/30/2021 0:00,PRD033,Jeddah West,348,82,5418.36,Normal,2021,11
INV0005773,11/30/2021 0:00,PRD033,Dammam East,221,53,3440.97,Normal,2021,11
INV0005774,11/30/2021 0:00,PRD033,Qassim North,124,34,1930.68,Normal,2021,11
INV0005775,11/30/2021 0:00,PRD033,Abha South,63,19,980.91,Normal,2021,11
INV0005776,12/31/2021 0:00,PRD001,Riyadh Central,227,57,1643.48,Normal,2021,12
INV0005777,12/31/2021 0:00,PRD001,Jeddah West,457,106,3308.68,Normal,2021,12
INV0005778,12/31/2021 0:00,PRD001,Dammam East,227,64,1643.48,Normal,2021,12
INV0005779,12/31/2021 0:00,PRD001,Qassim North,209,54,1513.16,Normal,2021,12
INV0005780,12/31/2021 0:00,PRD001,Abha South,550,132,3982,Normal,2021,12
INV0005781,12/31/2021 0:00,PRD002,Riyadh Central,387,96,1892.43,Normal,2021,12
INV0005782,12/31/2021 0:00,PRD002,Jeddah West,105,27,513.45,Normal,2021,12
INV0005783,12/31/2021 0:00,PRD002,Dammam East,529,142,2586.81,Normal,2021,12
INV0005784,12/31/2021 0:00,PRD002,Qassim North,265,72,1295.85,Normal,2021,12
INV0005785,12/31/2021 0:00,PRD002,Abha South,381,94,1863.09,Normal,2021,12
INV0005786,12/31/2021 0:00,PRD003,Riyadh Central,356,78,1833.4,Normal,2021,12
INV0005787,12/31/2021 0:00,PRD003,Jeddah West,78,17,401.7,Normal,2021,12
INV0005788,12/31/2021 0:00,PRD003,Dammam East,583,144,3002.45,Normal,2021,12
INV0005789,12/31/2021 0:00,PRD003,Qassim North,147,37,757.05,Normal,2021,12
INV0005790,12/31/2021 0:00,PRD003,Abha South,172,42,885.8,Normal,2021,12
INV0005791,12/31/2021 0:00,PRD004,Riyadh Central,385,124,5794.25,Normal,2021,12
INV0005792,12/31/2021 0:00,PRD004,Jeddah West,365,86,5493.25,Normal,2021,12
INV0005793,12/31/2021 0:00,PRD004,Dammam East,315,83,4740.75,Normal,2021,12
INV0005794,12/31/2021 0:00,PRD004,Qassim North,178,53,2678.9,Normal,2021,12
INV0005795,12/31/2021 0:00,PRD004,Abha South,589,135,8864.45,Normal,2021,12
INV0005796,12/31/2021 0:00,PRD005,Riyadh Central,190,56,475,Normal,2021,12
INV0005797,12/31/2021 0:00,PRD005,Jeddah West,258,76,645,Normal,2021,12
INV0005798,12/31/2021 0:00,PRD005,Dammam East,122,29,305,Normal,2021,12
INV0005799,12/31/2021 0:00,PRD005,Qassim North,213,47,532.5,Normal,2021,12
INV0005800,12/31/2021 0:00,PRD005,Abha South,158,41,395,Normal,2021,12
INV0005801,12/31/2021 0:00,PRD006,Riyadh Central,158,36,1864.4,Normal,2021,12
INV0005802,12/31/2021 0:00,PRD006,Jeddah West,394,99,4649.2,Normal,2021,12
INV0005803,12/31/2021 0:00,PRD006,Dammam East,553,143,6525.4,Normal,2021,12
INV0005804,12/31/2021 0:00,PRD006,Qassim North,350,81,4130,Normal,2021,12
INV0005805,12/31/2021 0:00,PRD006,Abha South,100,30,1180,Normal,2021,12
INV0005806,12/31/2021 0:00,PRD007,Riyadh Central,452,122,1346.96,Normal,2021,12
INV0005807,12/31/2021 0:00,PRD007,Jeddah West,491,107,1463.18,Normal,2021,12
INV0005808,12/31/2021 0:00,PRD007,Dammam East,155,39,461.9,Normal,2021,12
INV0005809,12/31/2021 0:00,PRD007,Qassim North,236,57,703.28,Normal,2021,12
INV0005810,12/31/2021 0:00,PRD007,Abha South,182,46,542.36,Normal,2021,12
INV0005811,12/31/2021 0:00,PRD008,Riyadh Central,435,139,4976.4,Normal,2021,12
INV0005812,12/31/2021 0:00,PRD008,Jeddah West,264,72,3020.16,Normal,2021,12
INV0005813,12/31/2021 0:00,PRD008,Dammam East,76,20,869.44,Normal,2021,12
INV0005814,12/31/2021 0:00,PRD008,Qassim North,239,73,2734.16,Normal,2021,12
INV0005815,12/31/2021 0:00,PRD008,Abha South,459,110,5250.96,Normal,2021,12
INV0005816,12/31/2021 0:00,PRD009,Riyadh Central,107,27,440.84,Normal,2021,12
INV0005817,12/31/2021 0:00,PRD009,Jeddah West,478,141,1969.36,Normal,2021,12
INV0005818,12/31/2021 0:00,PRD009,Dammam East,124,30,510.88,Normal,2021,12
INV0005819,12/31/2021 0:00,PRD009,Qassim North,138,38,568.56,Normal,2021,12
INV0005820,12/31/2021 0:00,PRD009,Abha South,512,135,2109.44,Normal,2021,12
INV0005821,12/31/2021 0:00,PRD010,Riyadh Central,540,121,3261.6,Normal,2021,12
INV0005822,12/31/2021 0:00,PRD010,Jeddah West,379,121,2289.16,Normal,2021,12
INV0005823,12/31/2021 0:00,PRD010,Dammam East,337,101,2035.48,Normal,2021,12
INV0005824,12/31/2021 0:00,PRD010,Qassim North,329,76,1987.16,Normal,2021,12
INV0005825,12/31/2021 0:00,PRD010,Abha South,297,76,1793.88,Normal,2021,12
INV0005826,12/31/2021 0:00,PRD011,Riyadh Central,105,26,637.35,Normal,2021,12
INV0005827,12/31/2021 0:00,PRD011,Jeddah West,84,25,509.88,Normal,2021,12
INV0005828,12/31/2021 0:00,PRD011,Dammam East,407,115,2470.49,Normal,2021,12
INV0005829,12/31/2021 0:00,PRD011,Qassim North,195,57,1183.65,Normal,2021,12
INV0005830,12/31/2021 0:00,PRD011,Abha South,511,113,3101.77,Normal,2021,12
INV0005831,12/31/2021 0:00,PRD012,Riyadh Central,215,50,3156.2,Normal,2021,12
INV0005832,12/31/2021 0:00,PRD012,Jeddah West,403,99,5916.04,Normal,2021,12
INV0005833,12/31/2021 0:00,PRD012,Dammam East,96,26,1409.28,Normal,2021,12
INV0005834,12/31/2021 0:00,PRD012,Qassim North,193,60,2833.24,Normal,2021,12
INV0005835,12/31/2021 0:00,PRD012,Abha South,392,102,5754.56,Normal,2021,12
INV0005836,12/31/2021 0:00,PRD013,Riyadh Central,53,17,897.29,Normal,2021,12
INV0005837,12/31/2021 0:00,PRD013,Jeddah West,501,149,8481.93,Normal,2021,12
INV0005838,12/31/2021 0:00,PRD013,Dammam East,188,52,3182.84,Normal,2021,12
INV0005839,12/31/2021 0:00,PRD013,Qassim North,404,128,6839.72,Normal,2021,12
INV0005840,12/31/2021 0:00,PRD013,Abha South,168,46,2844.24,Normal,2021,12
INV0005841,12/31/2021 0:00,PRD014,Riyadh Central,67,20,342.37,Normal,2021,12
INV0005842,12/31/2021 0:00,PRD014,Jeddah West,110,30,562.1,Normal,2021,12
INV0005843,12/31/2021 0:00,PRD014,Dammam East,509,110,2600.99,Normal,2021,12
INV0005844,12/31/2021 0:00,PRD014,Qassim North,313,70,1599.43,Normal,2021,12
INV0005845,12/31/2021 0:00,PRD014,Abha South,219,56,1119.09,Normal,2021,12
INV0005846,12/31/2021 0:00,PRD015,Riyadh Central,349,112,6463.48,Normal,2021,12
INV0005847,12/31/2021 0:00,PRD015,Jeddah West,317,70,5870.84,Normal,2021,12
INV0005848,12/31/2021 0:00,PRD015,Dammam East,505,120,9352.6,Normal,2021,12
INV0005849,12/31/2021 0:00,PRD015,Qassim North,477,102,8834.04,Normal,2021,12
INV0005850,12/31/2021 0:00,PRD015,Abha South,211,55,3907.72,Normal,2021,12
INV0005851,12/31/2021 0:00,PRD016,Riyadh Central,240,59,1039.2,Normal,2021,12
INV0005852,12/31/2021 0:00,PRD016,Jeddah West,68,21,294.44,Normal,2021,12
INV0005853,12/31/2021 0:00,PRD016,Dammam East,520,147,2251.6,Normal,2021,12
INV0005854,12/31/2021 0:00,PRD016,Qassim North,541,131,2342.53,Normal,2021,12
INV0005855,12/31/2021 0:00,PRD016,Abha South,438,105,1896.54,Normal,2021,12
INV0005856,12/31/2021 0:00,PRD017,Riyadh Central,212,65,2921.36,Normal,2021,12
INV0005857,12/31/2021 0:00,PRD017,Jeddah West,74,18,1019.72,Normal,2021,12
INV0005858,12/31/2021 0:00,PRD017,Dammam East,103,24,1419.34,Normal,2021,12
INV0005859,12/31/2021 0:00,PRD017,Qassim North,465,104,6407.7,Normal,2021,12
INV0005860,12/31/2021 0:00,PRD017,Abha South,303,87,4175.34,Normal,2021,12
INV0005861,12/31/2021 0:00,PRD018,Riyadh Central,538,147,8973.84,Normal,2021,12
INV0005862,12/31/2021 0:00,PRD018,Jeddah West,162,48,2702.16,Normal,2021,12
INV0005863,12/31/2021 0:00,PRD018,Dammam East,640,145,10675.2,Normal,2021,12
INV0005864,12/31/2021 0:00,PRD018,Qassim North,510,118,8506.8,Normal,2021,12
INV0005865,12/31/2021 0:00,PRD018,Abha South,353,87,5888.04,Normal,2021,12
INV0005866,12/31/2021 0:00,PRD019,Riyadh Central,364,112,3006.64,Normal,2021,12
INV0005867,12/31/2021 0:00,PRD019,Jeddah West,73,21,602.98,Normal,2021,12
INV0005868,12/31/2021 0:00,PRD019,Dammam East,323,104,2667.98,Normal,2021,12
INV0005869,12/31/2021 0:00,PRD019,Qassim North,103,26,850.78,Normal,2021,12
INV0005870,12/31/2021 0:00,PRD019,Abha South,269,79,2221.94,Normal,2021,12
INV0005871,12/31/2021 0:00,PRD020,Riyadh Central,87,21,374.97,Normal,2021,12
INV0005872,12/31/2021 0:00,PRD020,Jeddah West,516,112,2223.96,Normal,2021,12
INV0005873,12/31/2021 0:00,PRD020,Dammam East,393,120,1693.83,Normal,2021,12
INV0005874,12/31/2021 0:00,PRD020,Qassim North,280,75,1206.8,Normal,2021,12
INV0005875,12/31/2021 0:00,PRD020,Abha South,93,23,400.83,Normal,2021,12
INV0005876,12/31/2021 0:00,PRD021,Riyadh Central,283,64,1075.4,Normal,2021,12
INV0005877,12/31/2021 0:00,PRD021,Jeddah West,511,141,1941.8,Normal,2021,12
INV0005878,12/31/2021 0:00,PRD021,Dammam East,513,147,1949.4,Normal,2021,12
INV0005879,12/31/2021 0:00,PRD021,Qassim North,71,18,269.8,Normal,2021,12
INV0005880,12/31/2021 0:00,PRD021,Abha South,533,145,2025.4,Normal,2021,12
INV0005881,12/31/2021 0:00,PRD022,Riyadh Central,77,24,595.21,Normal,2021,12
INV0005882,12/31/2021 0:00,PRD022,Jeddah West,266,64,2056.18,Normal,2021,12
INV0005883,12/31/2021 0:00,PRD022,Dammam East,435,131,3362.55,Normal,2021,12
INV0005884,12/31/2021 0:00,PRD022,Qassim North,290,92,2241.7,Normal,2021,12
INV0005885,12/31/2021 0:00,PRD022,Abha South,164,47,1267.72,Normal,2021,12
INV0005886,12/31/2021 0:00,PRD023,Riyadh Central,85,21,827.05,Normal,2021,12
INV0005887,12/31/2021 0:00,PRD023,Jeddah West,475,111,4621.75,Normal,2021,12
INV0005888,12/31/2021 0:00,PRD023,Dammam East,308,85,2996.84,Normal,2021,12
INV0005889,12/31/2021 0:00,PRD023,Qassim North,375,82,3648.75,Normal,2021,12
INV0005890,12/31/2021 0:00,PRD023,Abha South,480,105,4670.4,Normal,2021,12
INV0005891,12/31/2021 0:00,PRD024,Riyadh Central,222,67,2224.44,Normal,2021,12
INV0005892,12/31/2021 0:00,PRD024,Jeddah West,527,122,5280.54,Normal,2021,12
INV0005893,12/31/2021 0:00,PRD024,Dammam East,178,49,1783.56,Normal,2021,12
INV0005894,12/31/2021 0:00,PRD024,Qassim North,315,96,3156.3,Normal,2021,12
INV0005895,12/31/2021 0:00,PRD024,Abha South,146,37,1462.92,Normal,2021,12
INV0005896,12/31/2021 0:00,PRD025,Riyadh Central,322,86,3277.96,Normal,2021,12
INV0005897,12/31/2021 0:00,PRD025,Jeddah West,270,73,2748.6,Normal,2021,12
INV0005898,12/31/2021 0:00,PRD025,Dammam East,167,45,1700.06,Normal,2021,12
INV0005899,12/31/2021 0:00,PRD025,Qassim North,513,126,5222.34,Normal,2021,12
INV0005900,12/31/2021 0:00,PRD025,Abha South,60,19,610.8,Normal,2021,12
INV0005901,12/31/2021 0:00,PRD026,Riyadh Central,639,144,5936.31,Normal,2021,12
INV0005902,12/31/2021 0:00,PRD026,Jeddah West,394,88,3660.26,Normal,2021,12
INV0005903,12/31/2021 0:00,PRD026,Dammam East,165,38,1532.85,Normal,2021,12
INV0005904,12/31/2021 0:00,PRD026,Qassim North,640,138,5945.6,Normal,2021,12
INV0005905,12/31/2021 0:00,PRD026,Abha South,227,61,2108.83,Normal,2021,12
INV0005906,12/31/2021 0:00,PRD027,Riyadh Central,96,23,1684.8,Normal,2021,12
INV0005907,12/31/2021 0:00,PRD027,Jeddah West,94,30,1649.7,Normal,2021,12
INV0005908,12/31/2021 0:00,PRD027,Dammam East,105,23,1842.75,Normal,2021,12
INV0005909,12/31/2021 0:00,PRD027,Qassim North,161,41,2825.55,Normal,2021,12
INV0005910,12/31/2021 0:00,PRD027,Abha South,73,16,1281.15,Normal,2021,12
INV0005911,12/31/2021 0:00,PRD028,Riyadh Central,341,107,4910.4,Normal,2021,12
INV0005912,12/31/2021 0:00,PRD028,Jeddah West,480,144,6912,Normal,2021,12
INV0005913,12/31/2021 0:00,PRD028,Dammam East,493,131,7099.2,Normal,2021,12
INV0005914,12/31/2021 0:00,PRD028,Qassim North,66,16,950.4,Normal,2021,12
INV0005915,12/31/2021 0:00,PRD028,Abha South,133,30,1915.2,Normal,2021,12
INV0005916,12/31/2021 0:00,PRD029,Riyadh Central,94,23,1093.22,Normal,2021,12
INV0005917,12/31/2021 0:00,PRD029,Jeddah West,313,100,3640.19,Normal,2021,12
INV0005918,12/31/2021 0:00,PRD029,Dammam East,284,90,3302.92,Normal,2021,12
INV0005919,12/31/2021 0:00,PRD029,Qassim North,105,27,1221.15,Normal,2021,12
INV0005920,12/31/2021 0:00,PRD029,Abha South,277,73,3221.51,Normal,2021,12
INV0005921,12/31/2021 0:00,PRD030,Riyadh Central,148,32,1222.48,Normal,2021,12
INV0005922,12/31/2021 0:00,PRD030,Jeddah West,87,25,718.62,Normal,2021,12
INV0005923,12/31/2021 0:00,PRD030,Dammam East,343,106,2833.18,Normal,2021,12
INV0005924,12/31/2021 0:00,PRD030,Qassim North,408,94,3370.08,Normal,2021,12
INV0005925,12/31/2021 0:00,PRD030,Abha South,369,91,3047.94,Normal,2021,12
INV0005926,12/31/2021 0:00,PRD031,Riyadh Central,510,117,5732.4,Normal,2021,12
INV0005927,12/31/2021 0:00,PRD031,Jeddah West,59,17,663.16,Normal,2021,12
INV0005928,12/31/2021 0:00,PRD031,Dammam East,176,47,1978.24,Normal,2021,12
INV0005929,12/31/2021 0:00,PRD031,Qassim North,306,93,3439.44,Normal,2021,12
INV0005930,12/31/2021 0:00,PRD031,Abha South,284,90,3192.16,Normal,2021,12
INV0005931,12/31/2021 0:00,PRD032,Riyadh Central,72,18,889.92,Normal,2021,12
INV0005932,12/31/2021 0:00,PRD032,Jeddah West,133,37,1643.88,Normal,2021,12
INV0005933,12/31/2021 0:00,PRD032,Dammam East,106,27,1310.16,Normal,2021,12
INV0005934,12/31/2021 0:00,PRD032,Qassim North,625,135,7725,Normal,2021,12
INV0005935,12/31/2021 0:00,PRD032,Abha South,157,47,1940.52,Normal,2021,12
INV0005936,12/31/2021 0:00,PRD033,Riyadh Central,57,17,887.49,Normal,2021,12
INV0005937,12/31/2021 0:00,PRD033,Jeddah West,575,143,8952.75,Normal,2021,12
INV0005938,12/31/2021 0:00,PRD033,Dammam East,230,61,3581.1,Normal,2021,12
INV0005939,12/31/2021 0:00,PRD033,Qassim North,153,42,2382.21,Normal,2021,12
INV0005940,12/31/2021 0:00,PRD033,Abha South,378,105,5885.46,Normal,2021,12
INV0005941,1/31/2022 0:00,PRD001,Riyadh Central,310,66,2244.4,Normal,2022,1
INV0005942,1/31/2022 0:00,PRD001,Jeddah West,144,42,1042.56,Normal,2022,1
INV0005943,1/31/2022 0:00,PRD001,Dammam East,725,146,5249,Normal,2022,1
INV0005944,1/31/2022 0:00,PRD001,Qassim North,383,83,2772.92,Normal,2022,1
INV0005945,1/31/2022 0:00,PRD001,Abha South,592,141,4286.08,Normal,2022,1
INV0005946,1/31/2022 0:00,PRD002,Riyadh Central,232,50,1134.48,Normal,2022,1
INV0005947,1/31/2022 0:00,PRD002,Jeddah West,191,54,933.99,Normal,2022,1
INV0005948,1/31/2022 0:00,PRD002,Dammam East,195,45,953.55,Normal,2022,1
INV0005949,1/31/2022 0:00,PRD002,Qassim North,181,41,885.09,Normal,2022,1
INV0005950,1/31/2022 0:00,PRD002,Abha South,507,115,2479.23,Normal,2022,1
INV0005951,1/31/2022 0:00,PRD003,Riyadh Central,244,59,1256.6,Normal,2022,1
INV0005952,1/31/2022 0:00,PRD003,Jeddah West,474,136,2441.1,Normal,2022,1
INV0005953,1/31/2022 0:00,PRD003,Dammam East,112,28,576.8,Normal,2022,1
INV0005954,1/31/2022 0:00,PRD003,Qassim North,120,35,618,Normal,2022,1
INV0005955,1/31/2022 0:00,PRD003,Abha South,571,144,2940.65,Normal,2022,1
INV0005956,1/31/2022 0:00,PRD004,Riyadh Central,370,88,5568.5,Normal,2022,1
INV0005957,1/31/2022 0:00,PRD004,Jeddah West,376,82,5658.8,Normal,2022,1
INV0005958,1/31/2022 0:00,PRD004,Dammam East,371,106,5583.55,Normal,2022,1
INV0005959,1/31/2022 0:00,PRD004,Qassim North,76,21,1143.8,Normal,2022,1
INV0005960,1/31/2022 0:00,PRD004,Abha South,454,107,6832.7,Normal,2022,1
INV0005961,1/31/2022 0:00,PRD005,Riyadh Central,426,96,1065,Normal,2022,1
INV0005962,1/31/2022 0:00,PRD005,Jeddah West,58,15,145,Normal,2022,1
INV0005963,1/31/2022 0:00,PRD005,Dammam East,96,20,240,Normal,2022,1
INV0005964,1/31/2022 0:00,PRD005,Qassim North,542,149,1355,Normal,2022,1
INV0005965,1/31/2022 0:00,PRD005,Abha South,418,101,1045,Normal,2022,1
INV0005966,1/31/2022 0:00,PRD006,Riyadh Central,352,72,4153.6,Normal,2022,1
INV0005967,1/31/2022 0:00,PRD006,Jeddah West,76,16,896.8,Normal,2022,1
INV0005968,1/31/2022 0:00,PRD006,Dammam East,368,76,4342.4,Normal,2022,1
INV0005969,1/31/2022 0:00,PRD006,Qassim North,479,107,5652.2,Normal,2022,1
INV0005970,1/31/2022 0:00,PRD006,Abha South,390,104,4602,Normal,2022,1
INV0005971,1/31/2022 0:00,PRD007,Riyadh Central,463,98,1379.74,Normal,2022,1
INV0005972,1/31/2022 0:00,PRD007,Jeddah West,347,86,1034.06,Normal,2022,1
INV0005973,1/31/2022 0:00,PRD007,Dammam East,516,144,1537.68,Normal,2022,1
INV0005974,1/31/2022 0:00,PRD007,Qassim North,398,89,1186.04,Normal,2022,1
INV0005975,1/31/2022 0:00,PRD007,Abha South,91,18,271.18,Normal,2022,1
INV0005976,1/31/2022 0:00,PRD008,Riyadh Central,141,31,1613.04,Normal,2022,1
INV0005977,1/31/2022 0:00,PRD008,Jeddah West,475,130,5434,Normal,2022,1
INV0005978,1/31/2022 0:00,PRD008,Dammam East,437,100,4999.28,Normal,2022,1
INV0005979,1/31/2022 0:00,PRD008,Qassim North,364,81,4164.16,Normal,2022,1
INV0005980,1/31/2022 0:00,PRD008,Abha South,62,18,709.28,Normal,2022,1
INV0005981,1/31/2022 0:00,PRD009,Riyadh Central,191,56,786.92,Normal,2022,1
INV0005982,1/31/2022 0:00,PRD009,Jeddah West,465,99,1915.8,Normal,2022,1
INV0005983,1/31/2022 0:00,PRD009,Dammam East,266,73,1095.92,Normal,2022,1
INV0005984,1/31/2022 0:00,PRD009,Qassim North,288,65,1186.56,Normal,2022,1
INV0005985,1/31/2022 0:00,PRD009,Abha South,175,48,721,Normal,2022,1
INV0005986,1/31/2022 0:00,PRD010,Riyadh Central,394,81,2379.76,Normal,2022,1
INV0005987,1/31/2022 0:00,PRD010,Jeddah West,418,89,2524.72,Normal,2022,1
INV0005988,1/31/2022 0:00,PRD010,Dammam East,467,104,2820.68,Normal,2022,1
INV0005989,1/31/2022 0:00,PRD010,Qassim North,251,56,1516.04,Normal,2022,1
INV0005990,1/31/2022 0:00,PRD010,Abha South,654,135,3950.16,Normal,2022,1
INV0005991,1/31/2022 0:00,PRD011,Riyadh Central,187,45,1135.09,Normal,2022,1
